name,product_url,price,original_price,image_url,sku,category
Vòi Sen Cây TOTO TBW01301AB Nóng Lạnh Xả Xô 220mm,https://tototuantu.vn/products/voi-sen-cay-toto-tbw01301ab-nong-lanh-xa-xo-220mm,"17,737,200₫","22,740,000₫",https://product.hstatic.net/1000238289/product/tbw01301aa_3.jpg.pagespeed.ce.zwrxibvki9_355a4728695b4b6488a381b8bc2e98e3_medium.jpg,,sen-tam
Thân Sen Cây TOTO TBW07005A Bát Tròn 200mm,https://tototuantu.vn/products/than-sen-cay-toto-tbw07005a-bat-tron-200mm,"11,122,800₫","14,260,000₫",https://product.hstatic.net/1000238289/product/tbw07005b_e39fe6a846dc45bdbde93347cc4ea797_medium.jpg,,sen-tam
Thân Sen Cây TOTO TBW07006A Bát Tròn 250mm,https://tototuantu.vn/products/than-sen-cay-toto-tbw07006a-bat-tron-250mm,"12,737,400₫","16,330,000₫",https://product.hstatic.net/1000238289/product/tbw07006b_1a193292e3b54ae38c072ea47efe1665_medium.jpg,,sen-tam
Thân Sen Cây TOTO TBW08006A Bát Vuông 250mm,https://tototuantu.vn/products/than-sen-cay-toto-tbw08006a-bat-vuong-250mm,"12,737,400₫","16,330,000₫",https://product.hstatic.net/1000238289/product/tbw08006b.jpg.pagespeed.ce.g2gnq2urbs_d9734aa6f47d4c86ac1bb86bf2520177_medium.jpg,,sen-tam
Vòi Sen Cây TOTO TBW07402AA Nhiệt Độ Tròn 200mm Dòng G,https://tototuantu.vn/products/voi-sen-cay-toto-tbw07402aa-nhiet-do-tron-200mm-dong-g,"18,454,800₫","23,660,000₫",https://product.hstatic.net/1000238289/product/tbw07402a_b69470b72c5c433e8d6ec94068246385_medium.jpg,,sen-tam
Vòi Sen Cây TOTO TBW07401AA Nhiệt Độ Xả Xô Tròn 200mm Dòng G,https://tototuantu.vn/products/voi-sen-cay-toto-tbw07401aa-nhiet-do-xa-xo-tron-200mm-dong-g,"20,498,400₫","26,280,000₫",https://product.hstatic.net/1000238289/product/tbw07401a.jpg.pagespeed.ce.vbyahgylbo_e295350fb1bd46cb8d64baf4510860cf_medium.jpg,,sen-tam
Vòi Sen Cây TOTO TBW07404A Nhiệt Độ Tròn 200mm Dòng G,https://tototuantu.vn/products/voi-sen-cay-toto-tbw07404a-nhiet-do-tron-200mm-dong-g,"22,011,600₫","28,220,000₫",https://product.hstatic.net/1000238289/product/tbw07404b_d5e4d2abf9c14c4f9f71804a0f687d10_medium.jpg,,sen-tam
Vòi Sen Cây TOTO TBW07403A Nhiệt Độ Xả Xô Tròn 250mm Dòng G,https://tototuantu.vn/products/voi-sen-cay-toto-tbw07403a-nhiet-do-xa-xo-tron-250mm-dong-g,"24,460,800₫","31,360,000₫",https://product.hstatic.net/1000238289/product/tbw07403b.jpg.pagespeed.ce.tlssxpcqlx_f7695ff8bdc040d982f6ed26dd216ce1_medium.jpg,,sen-tam
Vòi Sen Cây TOTO TBW08406A Nhiệt Độ Vuông 300mm,https://tototuantu.vn/products/voi-sen-cay-toto-tbw08406a-nhiet-do-vuong-300mm,"26,574,600₫","34,070,000₫",https://product.hstatic.net/1000238289/product/tbw08406a_2.jpg.pagespeed.ce.pdcadlun8t_563b19a2a34144dbbe9eed6352c13220_medium.jpg,,sen-tam
Vòi Sen Cây TOTO TBW08405A Nhiệt Độ kèm vòi Xả Bồn Vuông 300mm,https://tototuantu.vn/products/voi-sen-cay-toto-tbw08405a-nhiet-do-kem-voi-xa-bon-vuong-300mm,"29,523,000₫","37,850,000₫",https://product.hstatic.net/1000238289/product/tbw08405a_aaed81934f6f4d50be3263a82e6ede91_medium.jpg,,sen-tam
Sen Cây TOTO TBW08408A Nhiệt Độ Chữ Nhật 490 x 270 mm,https://tototuantu.vn/products/sen-cay-toto-tbw08408a-nhiet-do-chu-nhat-490-x-270-mm,"234,530,400₫","300,680,000₫",https://product.hstatic.net/1000238289/product/tbw08407a_1.jpg.pagespeed.ce.2fyrkbfs70_29d6d8386cb344d9a3936662eee44c7a_medium.jpg,,sen-tam
Sen Cây TOTO TBW08407A Nhiệt Độ Chữ Nhật 490 x 270 mm,https://tototuantu.vn/products/sen-cay-toto-tbw08407a-nhiet-do-chu-nhat-490-x-270-mm,"225,864,600₫","289,570,000₫",https://product.hstatic.net/1000238289/product/tbw08407a_1.jpg.pagespeed.ce.2fyrkbfs70_3601192c87f34992996d80dc70423606_medium.jpg,,sen-tam
Bộ sen âm bát sen gắn trần TOTO mạ vàng TBW02003B1A,https://tototuantu.vn/products/bo-sen-am-bat-sen-gan-tran-toto-ma-vang-tbw02003b1a,"30,644,640₫","39,288,000₫",https://product.hstatic.net/1000238289/product/_tbw02003b1a_pfg__2_31c686b8287449b2a291f6123357dd47_medium.png,,sen-tam
Bộ sen âm tường TOTO DBX114-1CAM TBV02406B/TBN01001B TBW02006V TBW02011B,https://tototuantu.vn/products/bo-sen-am-tuong-toto-dbx114-1cam-tbv02406b-tbn01001b-tbw02006v-tbw02011b,"47,193,120₫","60,504,000₫",https://product.hstatic.net/1000238289/product/dbx114-1cam_5004c176847c448b8cf99463c984f2e6_medium.png,DBX114-1CAM,sen-tam
Bộ sen âm tường TOTO DBX114CAMR,https://tototuantu.vn/products/bo-sen-am-tuong-toto-dbx114camr,"54,043,080₫","69,286,000₫",https://product.hstatic.net/1000238289/product/7aa1b65567dca282fbcd_c621d8a1e8f84902814a92492b1bf7fd_medium.jpg,,sen-tam
Bộ sen âm tường TOTO TBW02004A TBV02406B/TBN01001B TBW01014B TBW02006A TBW02011B,https://tototuantu.vn/products/bo-sen-am-tuong-toto-tbw02004a-tbv02406b-tbn01001b-tbw01014b-tbw02006a-tbw02011b,"26,723,580₫","34,261,000₫",https://product.hstatic.net/1000238289/product/bv02406b_tbn01001b__0d_0a_tbw01014b__0d_0a_tbw02006a__0d_0a_tbw02011b__0c6f2016479c497b9487f4eaf9cc2286_medium.png,,sen-tam
Bộ sen tắm âm tường TBW01004A TBG09304V/TBN01001B TBW01014B TBW01010A TBW01015B,https://tototuantu.vn/products/bo-sen-tam-am-tuong-tbw01004a-tbg09304v-tbn01001b-tbw01014b-tbw01010a-tbw01015b,"18,081,180₫","23,181,000₫",https://product.hstatic.net/1000238289/product/_tbw01004a__367f2414e3674008be676a55ea23b554_medium.png,,sen-tam
Bộ sen âm tường bát sen trần TOTO,https://tototuantu.vn/products/bo-sen-am-tuong-bat-sen-tran-toto,"25,237,680₫","32,356,000₫",https://product.hstatic.net/1000238289/product/_tbw01003a__482d73b8e75b45b197c9b2f6b167c7cc_medium.png,,sen-tam
Bộ sen âm tường TBW02004A/TBG07304V/TBN01001B/TBW02013B/TBW02006V,https://tototuantu.vn/products/bo-sen-am-tuong-tbw02004a-tbg07304v-tbn01001b-tbw02013b-tbw02006v,"19,336,980₫","24,791,000₫",https://product.hstatic.net/1000238289/product/ban_sao____2_fccb09beff124ec6a7d265842a3bd797_medium.png,,sen-tam
"BỘ SEN TẮM ÂM TƯỜNG TOTO, 2 ĐƯỜNG NƯỚC TBW02003A",https://tototuantu.vn/products/bo-sen-tam-am-tuong-toto-2-duong-nuoc-tbw02003a,"18,578,820₫","23,819,000₫",https://product.hstatic.net/1000238289/product/___2_6cfc255ce7774971882972f2e0504000_medium.png,,sen-tam
"BỘ SEN TẮM ÂM TƯỜNG, 2 ĐƯỜNG NƯỚC - BÁT SEN GẮN TƯỜNG - MASSAGE 2 CHẾ ĐỘ",https://tototuantu.vn/products/bo-sen-tam-am-tuong-2-duong-nuoc-bat-sen-gan-tuong-massage-2-che-do,"15,276,300₫","19,585,000₫",https://product.hstatic.net/1000238289/product/a__0d_0a_tbg11304v__0d_0a_tbn01001b__0d_0a_tbw01014b__0d_0a_tbw01008a__2811dd78aae14d1fb83ee6dd9052e3cc_medium.png,,sen-tam
