name,product_url,price,original_price,image_url,sku,category
Tiểu nam treo tường USWN902ASV#XW,https://tototuantu.vn/products/tieu-nam-treo-tuong-uswn902asv-1,"33,352,800₫","42,760,000₫",https://product.hstatic.net/1000238289/product/capture_6_2cac27915ba341d1925dd08440968e82_f59652af08b84e459cea5d9921c01cb1_medium.png,,thiet-bi-ve-sinh-khu-cong-cong
Tiểu nam treo tường USWN902AEV#XW,https://tototuantu.vn/products/tieu-nam-treo-tuong-uswn902aev-1,"24,858,600₫","31,870,000₫",https://product.hstatic.net/1000238289/product/capture_6_f3cd636ac2004b0d8e91d20b38832892_6a18c3e36b9d4151ac25073c86a3c723_medium.png,,thiet-bi-ve-sinh-khu-cong-cong
Tiểu nam treo tường USWN900AS/HHF90603,https://tototuantu.vn/products/tieu-nam-treo-tuong-uswn900as-xw-1,"33,341,100₫","42,745,000₫",https://product.hstatic.net/1000238289/product/uswn900as_4085498918d2497e84d1d89258ade17c_8bc33689551b42c0b97dd1d05b01f67f_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
Tiểu nam treo tường USWN900AE/HHF90603,https://tototuantu.vn/products/tieu-nam-treo-tuong-uswn900ae-xw-1,"24,862,500₫","31,875,000₫",https://product.hstatic.net/1000238289/product/uswn900ae_13b2f4a581304fb4b4e868cd00b5ab93_ccd0626b136b4043933d2969880bd9d5_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
Tiểu nam treo tường USWN900A/HHF90603,https://tototuantu.vn/products/tieu-nam-treo-tuong-uswn900a-xw-1,"26,102,700₫","33,465,000₫",https://product.hstatic.net/1000238289/product/uswn900a_936e8892817a4ffc9fb179a49209dc43_1badb787af8f4324bbc3afa47eb6e705_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
Tiểu nam đặt sàn UT508T,https://tototuantu.vn/products/tieu-nam-dat-san-ut508t-xw-1,"5,278,400₫","6,598,000₫",https://product.hstatic.net/1000238289/product/ut508_7cbf2079bbce4c9e85a4f64629fad3a4_930c5b54167c4ecbb4b9d66693c78551_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
Thanh tay vịn chữ L T113BL9/T110D3R(x3),https://tototuantu.vn/products/thong-so-ky-thuat-ma-san-pham-t114cl9-nw1-t110d3r-x3-ten-san-pham-thanh-tay-vin-kich-thuoc-700x700-mm-34-vat-lieu-thep-khong-gi-boc-nhua-tong-hop-deo-tinh-nang-chong-vet-ban-va-tray-xuot-tiet-kiem-thoi-gian-b-1,"9,196,200₫","11,790,000₫",https://product.hstatic.net/1000238289/product/t113bl9_ac96d3c4e83a460e84ce93620cd668fe_6988d455e91a49e086c9be890c138d33_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
Thanh tay vịn T114HK7R#MLA/T110D17S,https://tototuantu.vn/products/thong-so-ky-thuat-ma-san-pham-t113hk7-t110d17s-ten-san-pham-thanh-tay-vin-loai-co-the-bat-len-kich-thuoc-700x160-mm-34-vat-lieu-thep-khong-gi-tinh-nang-chong-vet-ban-va-tray-xuot-tiet-kiem-thoi-gian-bao-tri-h-1,"34,390,200₫","44,090,000₫",https://product.hstatic.net/1000238289/product/t114hk7_53e636c00dea43b3beb4db766c579406_4570c38d2fb74195aca0ce4084230020_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
Thép không gỉ TX3A1,https://tototuantu.vn/products/thep-khong-gi-tx3a1-1,"2,067,000₫","2,650,000₫",https://product.hstatic.net/1000238289/product/tx3a1_08135e5de458433cab6ec1c8b5334145_1722992fe6204631bb5a6dd155cb3da9_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
Thanh tay vịn TX3A3,https://tototuantu.vn/products/thanh-tay-vin-tx3a3-1,"2,620,800₫","3,360,000₫",https://product.hstatic.net/1000238289/product/tx3a3_68aec875ab6c4f8c9651ca38d7ede883_09746cd7544b45328869e14efc033f0a_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
